OrderNumber,CustomerID,Name,Address,City,Country,Continent,PurchaseDate,PaymentMethod,Product,ProductCategory,Quantity,ProductID,ProductPrice,CostPrice,DiscountPercentage,DiscountedPrice,FinalPrice,Profit,WarrantyPeriod
ORD0649602,CUST002027,Stephen Mclean,"79643 Robert Burg Suite 971, Brisbane, Australia",Brisbane,Australia,Oceania,9/17/2021,PayPal,Organic Almond Milk,Groceries,2,GROC103,15.16,10.65,0,15.16,30.32,9.02,No Warranty
ORD0649604,CUST002028,Dr. Joshua Bates,"4743 Ruiz Burgs Suite 026, Birmingham, United Kingdom",Birmingham,United Kingdom,Europe,12/10/2022,PayPal,Manga: Attack on Titan Vol. 1,Books,3,BOOK103,19.57,13.92,25.68,14.54,43.62,1.86,No Warranty
ORD0649605,CUST002028,Dr. Joshua Bates,"4743 Ruiz Burgs Suite 026, Birmingham, United Kingdom",Birmingham,United Kingdom,Europe,10/1/2023,Credit Card,The Great Gatsby,Books,5,BOOK112,13.72,8.99,28.06,9.87,49.35,4.4,No Warranty
ORD0649604,CUST002028,Dr. Joshua Bates,"4743 Ruiz Burgs Suite 026, Birmingham, United Kingdom",Birmingham,United Kingdom,Europe,9/4/2022,PayPal,North Face Jacket,Clothing,5,CLOT104,338.96,264.99,24.42,256.19,1280.95,-44,No Warranty
ORD0649605,CUST002028,Dr. Joshua Bates,"4743 Ruiz Burgs Suite 026, Birmingham, United Kingdom",Birmingham,United Kingdom,Europe,9/20/2020,Credit Card,Levi's 501 Jeans,Clothing,1,CLOT110,118.66,78.6,27.79,85.68,85.68,7.08,No Warranty
ORD0649604,CUST002028,Dr. Joshua Bates,"4743 Ruiz Burgs Suite 026, Birmingham, United Kingdom",Birmingham,United Kingdom,Europe,11/3/2022,PayPal,Apple Watch Series 8,Electronics,4,ELEC102,809.77,571.9,5.09,768.55,3074.2,786.6,33 months
ORD0649604,CUST002028,Dr. Joshua Bates,"4743 Ruiz Burgs Suite 026, Birmingham, United Kingdom",Birmingham,United Kingdom,Europe,4/1/2020,PayPal,Sony WH-1000XM5 Headphones,Electronics,5,ELEC112,1276.43,979.62,19.24,1030.84,5154.2,256.1,36 months
ORD0649605,CUST002028,Dr. Joshua Bates,"4743 Ruiz Burgs Suite 026, Birmingham, United Kingdom",Birmingham,United Kingdom,Europe,6/15/2021,Credit Card,Sony WH-1000XM5 Headphones,Electronics,4,ELEC112,1168.14,890.83,22.54,904.84,3619.36,56.04,23 months
ORD0649605,CUST002028,Dr. Joshua Bates,"4743 Ruiz Burgs Suite 026, Birmingham, United Kingdom",Birmingham,United Kingdom,Europe,12/16/2023,Credit Card,Organic Almond Milk,Groceries,3,GROC103,25.95,20.43,7.09,24.11,72.33,11.04,No Warranty
ORD0649604,CUST002028,Dr. Joshua Bates,"4743 Ruiz Burgs Suite 026, Birmingham, United Kingdom",Birmingham,United Kingdom,Europe,1/19/2021,PayPal,Organic Almond Milk,Groceries,3,GROC103,31.21,19.99,13.41,27.02,81.06,21.09,No Warranty
ORD0649607,CUST002029,Carolyn Suarez,"7167 Pugh Lake Suite 644, Paris, France",Paris,France,Europe,3/8/2021,Debit Card,North Face Jacket,Clothing,1,CLOT104,28.65,17.57,0,28.65,28.65,11.08,No Warranty
ORD0649607,CUST002029,Carolyn Suarez,"7167 Pugh Lake Suite 644, Paris, France",Paris,France,Europe,8/13/2021,Debit Card,North Face Jacket,Clothing,4,CLOT104,475.04,293.72,6.43,444.49,1777.96,603.08,No Warranty
ORD0649606,CUST002029,Carolyn Suarez,"7167 Pugh Lake Suite 644, Paris, France",Paris,France,Europe,4/28/2022,Debit Card,iPhone 14 Pro,Electronics,3,ELEC112,804.02,485.47,0,804.02,2412.06,955.65,8 months
ORD0649606,CUST002029,Carolyn Suarez,"7167 Pugh Lake Suite 644, Paris, France",Paris,France,Europe,12/7/2020,Debit Card,Sealy Posturepedic Mattress,Furniture,1,FURN112,2040.28,1342.34,22.44,1582.44,1582.44,240.1,33 months
ORD0649607,CUST002029,Carolyn Suarez,"7167 Pugh Lake Suite 644, Paris, France",Paris,France,Europe,6/23/2021,Debit Card,Sealy Posturepedic Mattress,Furniture,1,FURN112,1469.63,944.93,22.68,1136.32,1136.32,191.39,11 months
ORD0649607,CUST002029,Carolyn Suarez,"7167 Pugh Lake Suite 644, Paris, France",Paris,France,Europe,6/13/2024,Debit Card,Free-Range Eggs,Groceries,2,GROC101,12.05,8.38,20.59,9.57,19.14,2.38,No Warranty
ORD0649606,CUST002029,Carolyn Suarez,"7167 Pugh Lake Suite 644, Paris, France",Paris,France,Europe,9/30/2023,Debit Card,Whole Wheat Bread,Groceries,3,GROC113,25.31,18.55,14.99,21.52,64.56,8.91,No Warranty
ORD0649612,CUST002030,Jorge Moore,"9546 Jack Bypass Suite 294, Munich, Germany",Munich,Germany,Europe,1/2/2021,PayPal,The Great Gatsby,Books,5,BOOK112,38.92,24.08,0,38.92,194.6,74.2,No Warranty
ORD0649612,CUST002030,Jorge Moore,"9546 Jack Bypass Suite 294, Munich, Germany",Munich,Germany,Europe,2/20/2020,PayPal,The Great Gatsby,Books,1,BOOK112,22.71,14.62,22.34,17.64,17.64,3.02,No Warranty
ORD0649612,CUST002030,Jorge Moore,"9546 Jack Bypass Suite 294, Munich, Germany",Munich,Germany,Europe,7/9/2023,PayPal,Adidas Ultraboost,Clothing,5,CLOT100,369.37,251.38,11.1,328.37,1641.85,384.95,No Warranty
ORD0649609,CUST002030,Jorge Moore,"9546 Jack Bypass Suite 294, Munich, Germany",Munich,Germany,Europe,4/26/2021,Online Wallet,Adidas Ultraboost,Clothing,2,CLOT100,315.73,242.79,27.41,229.19,458.38,-27.2,No Warranty
ORD0649608,CUST002030,Jorge Moore,"9546 Jack Bypass Suite 294, Munich, Germany",Munich,Germany,Europe,8/24/2022,PayPal,Apple Watch Series 8,Electronics,4,ELEC102,510.29,322.89,12.55,446.25,1785,493.44,19 months
ORD0649610,CUST002030,Jorge Moore,"9546 Jack Bypass Suite 294, Munich, Germany",Munich,Germany,Europe,1/30/2024,Debit Card,iPhone 14 Pro,Electronics,1,ELEC112,1027.37,679.57,15.08,872.44,872.44,192.87,33 months
ORD0649611,CUST002030,Jorge Moore,"9546 Jack Bypass Suite 294, Munich, Germany",Munich,Germany,Europe,9/21/2023,Debit Card,Ashley Furniture Sofa,Furniture,1,FURN100,2738.34,1825.72,14.94,2329.23,2329.23,503.51,17 months
ORD0649612,CUST002030,Jorge Moore,"9546 Jack Bypass Suite 294, Munich, Germany",Munich,Germany,Europe,9/1/2024,PayPal,IKEA Billy Bookcase,Furniture,3,FURN100,2769.92,2132.48,0,2769.92,8309.76,1912.32,13 months
ORD0649612,CUST002030,Jorge Moore,"9546 Jack Bypass Suite 294, Munich, Germany",Munich,Germany,Europe,1/25/2020,PayPal,Sealy Posturepedic Mattress,Furniture,1,FURN112,552.91,353.47,28.7,394.22,394.22,40.75,17 months
ORD0649608,CUST002030,Jorge Moore,"9546 Jack Bypass Suite 294, Munich, Germany",Munich,Germany,Europe,2/18/2024,PayPal,Sealy Posturepedic Mattress,Furniture,3,FURN112,2839.94,2087.96,0,2839.94,8519.82,2255.94,15 months
ORD0649609,CUST002030,Jorge Moore,"9546 Jack Bypass Suite 294, Munich, Germany",Munich,Germany,Europe,1/30/2022,Online Wallet,Free-Range Eggs,Groceries,3,GROC101,34.13,21.01,26.21,25.18,75.54,12.51,No Warranty
ORD0649611,CUST002030,Jorge Moore,"9546 Jack Bypass Suite 294, Munich, Germany",Munich,Germany,Europe,8/27/2023,Debit Card,Organic Almond Milk,Groceries,4,GROC103,6.99,5.19,0,6.99,27.96,7.2,No Warranty
ORD0649613,CUST002031,Matthew Campbell DDS,"874 Nichole Keys Suite 205, Ottawa, Canada",Ottawa,Canada,North America,5/24/2022,Debit Card,Atomic Habits,Books,2,BOOK100,54.84,43.1,0,54.84,109.68,23.48,No Warranty
ORD0649615,CUST002031,Matthew Campbell DDS,"874 Nichole Keys Suite 205, Ottawa, Canada",Ottawa,Canada,North America,2/4/2020,Debit Card,Atomic Habits,Books,1,BOOK100,51.48,34.46,13.97,44.29,44.29,9.83,No Warranty
ORD0649617,CUST002031,Matthew Campbell DDS,"874 Nichole Keys Suite 205, Ottawa, Canada",Ottawa,Canada,North America,4/3/2020,PayPal,Atomic Habits,Books,2,BOOK100,74.8,50.38,26.38,55.07,110.14,9.38,No Warranty
ORD0649615,CUST002031,Matthew Campbell DDS,"874 Nichole Keys Suite 205, Ottawa, Canada",Ottawa,Canada,North America,6/25/2021,Debit Card,Manga: Attack on Titan Vol. 1,Books,2,BOOK103,11.55,7.43,16.85,9.6,19.2,4.34,No Warranty
ORD0649617,CUST002031,Matthew Campbell DDS,"874 Nichole Keys Suite 205, Ottawa, Canada",Ottawa,Canada,North America,9/27/2023,PayPal,The Great Gatsby,Books,1,BOOK112,74.21,54.42,17.76,61.03,61.03,6.61,No Warranty
ORD0649616,CUST002031,Matthew Campbell DDS,"874 Nichole Keys Suite 205, Ottawa, Canada",Ottawa,Canada,North America,8/29/2024,Credit Card,Levi's 501 Jeans,Clothing,4,CLOT110,426.68,324.78,27.99,307.25,1229,-70.12,No Warranty
ORD0649613,CUST002031,Matthew Campbell DDS,"874 Nichole Keys Suite 205, Ottawa, Canada",Ottawa,Canada,North America,10/19/2022,Debit Card,Levi's 501 Jeans,Clothing,2,CLOT110,185.51,120.52,25.93,137.41,274.82,33.78,No Warranty
ORD0649614,CUST002031,Matthew Campbell DDS,"874 Nichole Keys Suite 205, Ottawa, Canada",Ottawa,Canada,North America,5/20/2024,PayPal,Samsung Galaxy S23,Electronics,2,ELEC104,1014.34,786.82,0,1014.34,2028.68,455.04,36 months
ORD0649616,CUST002031,Matthew Campbell DDS,"874 Nichole Keys Suite 205, Ottawa, Canada",Ottawa,Canada,North America,3/6/2022,Credit Card,Samsung Galaxy S23,Electronics,1,ELEC104,745.74,504.99,0,745.74,745.74,240.75,8 months
ORD0649614,CUST002031,Matthew Campbell DDS,"874 Nichole Keys Suite 205, Ottawa, Canada",Ottawa,Canada,North America,12/2/2023,PayPal,Samsung Galaxy S23,Electronics,4,ELEC104,792.07,548.43,0,792.07,3168.28,974.56,7 months
ORD0649614,CUST002031,Matthew Campbell DDS,"874 Nichole Keys Suite 205, Ottawa, Canada",Ottawa,Canada,North America,10/28/2020,PayPal,Sony WH-1000XM5 Headphones,Electronics,1,ELEC112,754.9,568.32,0,754.9,754.9,186.58,13 months
ORD0649613,CUST002031,Matthew Campbell DDS,"874 Nichole Keys Suite 205, Ottawa, Canada",Ottawa,Canada,North America,10/20/2021,Debit Card,Sony WH-1000XM5 Headphones,Electronics,3,ELEC112,900.94,719.33,5.01,855.8,2567.4,409.41,23 months
ORD0649613,CUST002031,Matthew Campbell DDS,"874 Nichole Keys Suite 205, Ottawa, Canada",Ottawa,Canada,North America,8/27/2022,Debit Card,IKEA Billy Bookcase,Furniture,3,FURN100,1743.35,1100.56,5.06,1655.14,4965.42,1663.74,15 months
ORD0649616,CUST002031,Matthew Campbell DDS,"874 Nichole Keys Suite 205, Ottawa, Canada",Ottawa,Canada,North America,12/6/2024,Credit Card,Organic Almond Milk,Groceries,4,GROC103,41.63,31.39,0,41.63,166.52,40.96,No Warranty
ORD0649615,CUST002031,Matthew Campbell DDS,"874 Nichole Keys Suite 205, Ottawa, Canada",Ottawa,Canada,North America,10/2/2023,Debit Card,Whole Wheat Bread,Groceries,4,GROC113,3.98,2.95,25.19,2.98,11.92,0.12,No Warranty
ORD0649618,CUST002032,Matthew Vazquez,"1158 Lee Green, Birmingham, United Kingdom",Birmingham,United Kingdom,Europe,3/22/2024,Debit Card,Nike Air Max Shoes,Clothing,4,CLOT103,200.32,149.63,0,200.32,801.28,202.76,No Warranty
ORD0649618,CUST002032,Matthew Vazquez,"1158 Lee Green, Birmingham, United Kingdom",Birmingham,United Kingdom,Europe,10/24/2024,Debit Card,Levi's 501 Jeans,Clothing,3,CLOT110,139.21,105.19,0,139.21,417.63,102.06,No Warranty
ORD0649618,CUST002032,Matthew Vazquez,"1158 Lee Green, Birmingham, United Kingdom",Birmingham,United Kingdom,Europe,4/23/2020,Debit Card,Levi's 501 Jeans,Clothing,5,CLOT110,307.09,196.36,0,307.09,1535.45,553.65,No Warranty
ORD0649618,CUST002032,Matthew Vazquez,"1158 Lee Green, Birmingham, United Kingdom",Birmingham,United Kingdom,Europe,2/19/2020,Debit Card,Fresh Apples,Groceries,3,GROC102,32.82,25.41,13.57,28.37,85.11,8.88,No Warranty
ORD0649618,CUST002032,Matthew Vazquez,"1158 Lee Green, Birmingham, United Kingdom",Birmingham,United Kingdom,Europe,5/21/2021,Debit Card,Whole Wheat Bread,Groceries,4,GROC113,26.91,19.76,16.37,22.5,90,10.96,No Warranty
ORD0649622,CUST002033,Kathy Mitchell,"614 Richard Divide, Manchester, United Kingdom",Manchester,United Kingdom,Europe,2/16/2020,Credit Card,Atomic Habits,Books,4,BOOK100,52.88,37.18,15.33,44.77,179.08,30.36,No Warranty
ORD0649622,CUST002033,Kathy Mitchell,"614 Richard Divide, Manchester, United Kingdom",Manchester,United Kingdom,Europe,11/5/2022,Credit Card,The Great Gatsby,Books,2,BOOK112,67.29,46.72,12.16,59.11,118.22,24.78,No Warranty
ORD0649619,CUST002033,Kathy Mitchell,"614 Richard Divide, Manchester, United Kingdom",Manchester,United Kingdom,Europe,3/17/2021,Debit Card,The Great Gatsby,Books,5,BOOK112,95.71,75.66,0,95.71,478.55,100.25,No Warranty
ORD0649622,CUST002033,Kathy Mitchell,"614 Richard Divide, Manchester, United Kingdom",Manchester,United Kingdom,Europe,7/27/2023,Credit Card,North Face Jacket,Clothing,5,CLOT104,153.58,120.65,26.51,112.87,564.35,-38.9,No Warranty
ORD0649621,CUST002033,Kathy Mitchell,"614 Richard Divide, Manchester, United Kingdom",Manchester,United Kingdom,Europe,12/2/2020,PayPal,Apple Watch Series 8,Electronics,4,ELEC102,1064.96,792.19,17.33,880.4,3521.6,352.84,9 months
ORD0649620,CUST002033,Kathy Mitchell,"614 Richard Divide, Manchester, United Kingdom",Manchester,United Kingdom,Europe,10/11/2021,Online Wallet,Sony WH-1000XM5 Headphones,Electronics,5,ELEC112,691.78,477.23,16.08,580.54,2902.7,516.55,34 months
ORD0649619,CUST002033,Kathy Mitchell,"614 Richard Divide, Manchester, United Kingdom",Manchester,United Kingdom,Europe,12/30/2020,Debit Card,Sony WH-1000XM5 Headphones,Electronics,3,ELEC112,1712.24,1347.42,26.77,1253.87,3761.61,-280.65,26 months
ORD0649619,CUST002033,Kathy Mitchell,"614 Richard Divide, Manchester, United Kingdom",Manchester,United Kingdom,Europe,2/8/2023,Debit Card,Ashley Furniture Sofa,Furniture,2,FURN100,1512.59,1182.59,16.48,1263.32,2526.64,161.46,32 months
ORD0649620,CUST002033,Kathy Mitchell,"614 Richard Divide, Manchester, United Kingdom",Manchester,United Kingdom,Europe,7/8/2022,Online Wallet,Sealy Posturepedic Mattress,Furniture,4,FURN112,825.14,656.12,26.88,603.34,2413.36,-211.12,17 months
ORD0649622,CUST002033,Kathy Mitchell,"614 Richard Divide, Manchester, United Kingdom",Manchester,United Kingdom,Europe,3/14/2021,Credit Card,Sealy Posturepedic Mattress,Furniture,1,FURN112,113.57,88.29,23.1,87.34,87.34,-0.95,27 months
ORD0649621,CUST002033,Kathy Mitchell,"614 Richard Divide, Manchester, United Kingdom",Manchester,United Kingdom,Europe,10/24/2024,PayPal,Sealy Posturepedic Mattress,Furniture,3,FURN112,1741.36,1132.85,6.97,1619.99,4859.97,1461.42,22 months
ORD0649620,CUST002033,Kathy Mitchell,"614 Richard Divide, Manchester, United Kingdom",Manchester,United Kingdom,Europe,1/4/2022,Online Wallet,Sealy Posturepedic Mattress,Furniture,2,FURN112,728.94,530.83,0,728.94,1457.88,396.22,29 months
ORD0649621,CUST002033,Kathy Mitchell,"614 Richard Divide, Manchester, United Kingdom",Manchester,United Kingdom,Europe,6/18/2024,PayPal,Free-Range Eggs,Groceries,2,GROC101,15.64,10.12,23.95,11.89,23.78,3.54,No Warranty
ORD0649623,CUST002034,Darius Carson,"2577 Garcia Roads, Calgary, Canada",Calgary,Canada,North America,9/12/2021,PayPal,Atomic Habits,Books,5,BOOK100,11.86,9.05,14.27,10.17,50.85,5.6,No Warranty
ORD0649624,CUST002034,Darius Carson,"2577 Garcia Roads, Calgary, Canada",Calgary,Canada,North America,3/26/2023,Credit Card,Manga: Attack on Titan Vol. 1,Books,4,BOOK103,96.91,66.82,12.19,85.1,340.4,73.12,No Warranty
ORD0649623,CUST002034,Darius Carson,"2577 Garcia Roads, Calgary, Canada",Calgary,Canada,North America,4/19/2022,PayPal,The Great Gatsby,Books,5,BOOK112,31.41,20.04,14.1,26.98,134.9,34.7,No Warranty
ORD0649623,CUST002034,Darius Carson,"2577 Garcia Roads, Calgary, Canada",Calgary,Canada,North America,8/22/2021,PayPal,Nike Air Max Shoes,Clothing,1,CLOT103,395.64,241.26,15,336.29,336.29,95.03,No Warranty
ORD0649623,CUST002034,Darius Carson,"2577 Garcia Roads, Calgary, Canada",Calgary,Canada,North America,12/12/2022,PayPal,North Face Jacket,Clothing,2,CLOT104,421.21,311.06,12.16,369.99,739.98,117.86,No Warranty
ORD0649623,CUST002034,Darius Carson,"2577 Garcia Roads, Calgary, Canada",Calgary,Canada,North America,10/24/2021,PayPal,North Face Jacket,Clothing,4,CLOT104,304.13,187.47,16.46,254.07,1016.28,266.4,No Warranty
ORD0649624,CUST002034,Darius Carson,"2577 Garcia Roads, Calgary, Canada",Calgary,Canada,North America,8/29/2023,Credit Card,Levi's 501 Jeans,Clothing,2,CLOT110,262.35,165.29,21.7,205.42,410.84,80.26,No Warranty
ORD0649624,CUST002034,Darius Carson,"2577 Garcia Roads, Calgary, Canada",Calgary,Canada,North America,7/31/2023,Credit Card,Apple Watch Series 8,Electronics,3,ELEC102,634.61,506.81,0,634.61,1903.83,383.4,29 months
ORD0649625,CUST002034,Darius Carson,"2577 Garcia Roads, Calgary, Canada",Calgary,Canada,North America,8/27/2023,PayPal,Sony WH-1000XM5 Headphones,Electronics,4,ELEC112,670.36,504.47,11.76,591.53,2366.12,348.24,20 months
ORD0649624,CUST002034,Darius Carson,"2577 Garcia Roads, Calgary, Canada",Calgary,Canada,North America,3/2/2024,Credit Card,Sealy Posturepedic Mattress,Furniture,3,FURN112,1112.28,872.23,12.12,977.47,2932.41,315.72,14 months
ORD0649624,CUST002034,Darius Carson,"2577 Garcia Roads, Calgary, Canada",Calgary,Canada,North America,5/5/2024,Credit Card,Free-Range Eggs,Groceries,3,GROC101,49.32,30.87,0,49.32,147.96,55.35,No Warranty
ORD0649627,CUST002035,Tina Myers,"996 Erica Brook, Chennai, India",Chennai,India,Asia,8/28/2021,Debit Card,The Great Gatsby,Books,3,BOOK112,95.53,75.19,0,95.53,286.59,61.02,No Warranty
ORD0649627,CUST002035,Tina Myers,"996 Erica Brook, Chennai, India",Chennai,India,Asia,1/1/2021,Debit Card,Adidas Ultraboost,Clothing,5,CLOT100,499.47,307.81,25.73,370.96,1854.8,315.75,No Warranty
ORD0649626,CUST002035,Tina Myers,"996 Erica Brook, Chennai, India",Chennai,India,Asia,9/17/2020,Credit Card,Adidas Ultraboost,Clothing,2,CLOT100,109.04,73.26,0,109.04,218.08,71.56,No Warranty
ORD0649627,CUST002035,Tina Myers,"996 Erica Brook, Chennai, India",Chennai,India,Asia,11/13/2023,Debit Card,Apple Watch Series 8,Electronics,5,ELEC102,1528.55,1165.44,13.71,1318.99,6594.95,767.75,18 months
ORD0649630,CUST002035,Tina Myers,"996 Erica Brook, Chennai, India",Chennai,India,Asia,4/21/2023,Debit Card,Samsung Galaxy S23,Electronics,4,ELEC104,944.27,712.23,16.96,784.12,3136.48,287.56,25 months
ORD0649630,CUST002035,Tina Myers,"996 Erica Brook, Chennai, India",Chennai,India,Asia,5/15/2023,Debit Card,Samsung Galaxy S23,Electronics,4,ELEC104,1245.3,822.02,0,1245.3,4981.2,1693.12,18 months
ORD0649627,CUST002035,Tina Myers,"996 Erica Brook, Chennai, India",Chennai,India,Asia,4/4/2021,Debit Card,Sony WH-1000XM5 Headphones,Electronics,3,ELEC112,791.14,525.76,20.05,632.52,1897.56,320.28,15 months
ORD0649630,CUST002035,Tina Myers,"996 Erica Brook, Chennai, India",Chennai,India,Asia,7/6/2022,Debit Card,Ashley Furniture Sofa,Furniture,3,FURN100,857.4,570.19,25.45,639.19,1917.57,207,34 months
ORD0649628,CUST002035,Tina Myers,"996 Erica Brook, Chennai, India",Chennai,India,Asia,7/8/2020,Online Wallet,IKEA Billy Bookcase,Furniture,2,FURN100,2006.07,1385.02,27.39,1456.61,2913.22,143.18,23 months
ORD0649627,CUST002035,Tina Myers,"996 Erica Brook, Chennai, India",Chennai,India,Asia,12/28/2021,Debit Card,Sealy Posturepedic Mattress,Furniture,5,FURN112,1613.67,1041.79,21.48,1267.05,6335.25,1126.3,21 months
ORD0649629,CUST002035,Tina Myers,"996 Erica Brook, Chennai, India",Chennai,India,Asia,4/16/2020,Debit Card,Sealy Posturepedic Mattress,Furniture,2,FURN112,1628.7,1007.95,5.06,1546.29,3092.58,1076.68,33 months
ORD0649626,CUST002035,Tina Myers,"996 Erica Brook, Chennai, India",Chennai,India,Asia,12/31/2020,Credit Card,Free-Range Eggs,Groceries,2,GROC101,7.51,4.8,0,7.51,15.02,5.42,No Warranty
ORD0649628,CUST002035,Tina Myers,"996 Erica Brook, Chennai, India",Chennai,India,Asia,2/26/2024,Online Wallet,Organic Almond Milk,Groceries,1,GROC103,11.82,7.34,17.42,9.76,9.76,2.42,No Warranty
ORD0649630,CUST002035,Tina Myers,"996 Erica Brook, Chennai, India",Chennai,India,Asia,4/13/2020,Debit Card,Organic Almond Milk,Groceries,5,GROC103,15.6,11.81,0,15.6,78,18.95,No Warranty
ORD0649626,CUST002035,Tina Myers,"996 Erica Brook, Chennai, India",Chennai,India,Asia,10/18/2020,Credit Card,Organic Almond Milk,Groceries,3,GROC103,14.71,11.03,29.89,10.31,30.93,-2.16,No Warranty
ORD0649626,CUST002035,Tina Myers,"996 Erica Brook, Chennai, India",Chennai,India,Asia,2/22/2024,Credit Card,Organic Almond Milk,Groceries,4,GROC103,32.77,19.96,26.7,24.02,96.08,16.24,No Warranty
ORD0649632,CUST002036,James Boyd,"7606 Murray Court, Shanghai, China",Shanghai,China,Asia,1/20/2020,Online Wallet,Atomic Habits,Books,3,BOOK100,38.99,23.92,0,38.99,116.97,45.21,No Warranty
ORD0649634,CUST002036,James Boyd,"7606 Murray Court, Shanghai, China",Shanghai,China,Asia,11/27/2023,Debit Card,Atomic Habits,Books,1,BOOK100,23.66,16.61,6.53,22.12,22.12,5.51,No Warranty
ORD0649634,CUST002036,James Boyd,"7606 Murray Court, Shanghai, China",Shanghai,China,Asia,12/22/2022,Debit Card,The Great Gatsby,Books,4,BOOK112,45.8,28.14,14.41,39.2,156.8,44.24,No Warranty
ORD0649633,CUST002036,James Boyd,"7606 Murray Court, Shanghai, China",Shanghai,China,Asia,3/4/2020,Credit Card,The Great Gatsby,Books,5,BOOK112,64.71,45.72,11.6,57.2,286,57.4,No Warranty
ORD0649632,CUST002036,James Boyd,"7606 Murray Court, Shanghai, China",Shanghai,China,Asia,9/4/2022,Online Wallet,The Great Gatsby,Books,1,BOOK112,61.37,38.25,26.31,45.22,45.22,6.97,No Warranty
ORD0649631,CUST002036,James Boyd,"7606 Murray Court, Shanghai, China",Shanghai,China,Asia,1/24/2022,Credit Card,Adidas Ultraboost,Clothing,3,CLOT100,356.73,255.58,14.6,304.65,913.95,147.21,No Warranty
ORD0649633,CUST002036,James Boyd,"7606 Murray Court, Shanghai, China",Shanghai,China,Asia,4/1/2024,Credit Card,North Face Jacket,Clothing,2,CLOT104,424.53,326.93,0,424.53,849.06,195.2,No Warranty
ORD0649633,CUST002036,James Boyd,"7606 Murray Court, Shanghai, China",Shanghai,China,Asia,2/16/2023,Credit Card,iPhone 14 Pro,Electronics,4,ELEC112,615.45,410.76,0,615.45,2461.8,818.76,31 months
ORD0649632,CUST002036,James Boyd,"7606 Murray Court, Shanghai, China",Shanghai,China,Asia,9/13/2020,Online Wallet,Sony WH-1000XM5 Headphones,Electronics,5,ELEC112,1301.87,1010.31,26.16,961.3,4806.5,-245.05,10 months
ORD0649634,CUST002036,James Boyd,"7606 Murray Court, Shanghai, China",Shanghai,China,Asia,3/30/2022,Debit Card,Ashley Furniture Sofa,Furniture,2,FURN100,2814.36,1995.78,11.28,2496.9,4993.8,1002.24,28 months
ORD0649633,CUST002036,James Boyd,"7606 Murray Court, Shanghai, China",Shanghai,China,Asia,1/19/2024,Credit Card,Ashley Furniture Sofa,Furniture,4,FURN100,148.63,100.81,0,148.63,594.52,191.28,36 months
ORD0649633,CUST002036,James Boyd,"7606 Murray Court, Shanghai, China",Shanghai,China,Asia,8/5/2022,Credit Card,Free-Range Eggs,Groceries,3,GROC101,37.17,24.22,12.77,32.42,97.26,24.6,No Warranty
ORD0649631,CUST002036,James Boyd,"7606 Murray Court, Shanghai, China",Shanghai,China,Asia,9/9/2023,Credit Card,Fresh Apples,Groceries,2,GROC102,42.66,31.31,0,42.66,85.32,22.7,No Warranty
ORD0649632,CUST002036,James Boyd,"7606 Murray Court, Shanghai, China",Shanghai,China,Asia,2/3/2022,Online Wallet,Organic Almond Milk,Groceries,2,GROC103,4,2.67,0,4,8,2.66,No Warranty
ORD0649631,CUST002036,James Boyd,"7606 Murray Court, Shanghai, China",Shanghai,China,Asia,12/19/2023,Credit Card,Organic Almond Milk,Groceries,5,GROC103,29.71,19.33,0,29.71,148.55,51.9,No Warranty
ORD0649635,CUST002037,Mrs. Jennifer Dominguez DVM,"02984 Vasquez Via, Adelaide, Australia",Adelaide,Australia,Oceania,7/10/2024,Credit Card,Atomic Habits,Books,5,BOOK100,17.66,11.39,29.86,12.39,61.95,5,No Warranty
ORD0649637,CUST002037,Mrs. Jennifer Dominguez DVM,"02984 Vasquez Via, Adelaide, Australia",Adelaide,Australia,Oceania,6/6/2021,Debit Card,The Great Gatsby,Books,4,BOOK112,26.95,19.71,5.55,25.45,101.8,22.96,No Warranty
ORD0649637,CUST002037,Mrs. Jennifer Dominguez DVM,"02984 Vasquez Via, Adelaide, Australia",Adelaide,Australia,Oceania,11/18/2021,Debit Card,Adidas Ultraboost,Clothing,2,CLOT100,361.3,227.98,19.12,292.22,584.44,128.48,No Warranty
ORD0649636,CUST002037,Mrs. Jennifer Dominguez DVM,"02984 Vasquez Via, Adelaide, Australia",Adelaide,Australia,Oceania,12/4/2023,Online Wallet,North Face Jacket,Clothing,5,CLOT104,280.88,218.19,29.6,197.74,988.7,-102.25,No Warranty
ORD0649637,CUST002037,Mrs. Jennifer Dominguez DVM,"02984 Vasquez Via, Adelaide, Australia",Adelaide,Australia,Oceania,8/30/2024,Debit Card,Levi's 501 Jeans,Clothing,4,CLOT110,477.31,342.11,8.47,436.88,1747.52,379.08,No Warranty
ORD0649636,CUST002037,Mrs. Jennifer Dominguez DVM,"02984 Vasquez Via, Adelaide, Australia",Adelaide,Australia,Oceania,11/7/2020,Online Wallet,iPhone 14 Pro,Electronics,3,ELEC112,1161.42,915.97,29.75,815.9,2447.7,-300.21,13 months
ORD0649638,CUST002037,Mrs. Jennifer Dominguez DVM,"02984 Vasquez Via, Adelaide, Australia",Adelaide,Australia,Oceania,12/4/2020,Debit Card,Sony WH-1000XM5 Headphones,Electronics,3,ELEC112,1513.28,1044.64,27.03,1104.24,3312.72,178.8,6 months
